0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
644602,568082.8292,568670.2824,276987.2388,469176.9102,660529.44,644602,583997.4545,684237.3539,402717.2361,378359.7355,608143.447,7106,5598.947178,8019.151302,5202.148996,1223.403921,5648.43816,644607.1686,644607.5576,644606.0464,644594.4787,644604.0535,644598.8204,644599.2873,583996.9233,583981.7921,583993.4257,584000.7745,584006.3573,584011.255,584001.5527,7098.475774,7120.16761
446461,546822.0443,346232.158,1056881.979,433587.3471,596919.0388,446461,523488.3413,392205.533,517759.5972,569021.2369,157011.4593,6002,5095.602603,3848.416967,3928.166775,35394.35924,7401.591124,446459.1881,446467.9141,446464.7586,446454.0392,446454.8889,446464.1968,446457.4944,523492.6032,523493.6356,523496.5256,523485.7151,523496.7527,523494.5069,523479.4196,5991.60912,6016.534337
547230,959799.7581,347789.4954,904586.4952,751477.3253,191246.0081,547230,424983.5797,521731.5977,299000.2125,539560.1168,237331.0781,6573,654.488986,5324.01787,4635.265237,1583.619384,4732.55234,547231.4653,547235.5011,547229.1058,547231.0089,547233.7641,547228.8229,547229.8772,424990.1058,424996.0768,424982.3762,424982.1642,424986.1474,424985.9566,424980.236,6571.151364,6579.221438
458170,621198.9268,605619.2626,450469.256,478907.3939,570200.3769,458170,639447.9696,794041.5732,577814.0777,636785.0978,78923.30788,5275,2382.625108,4539.360097,7693.566937,18840.29195,5686.740431,458174.9952,458166.5973,458167.1671,458169.7443,458166.3951,458169.8712,458171.1697,639450.2176,639463.6797,639456.5304,639438.5174,639459.2813,639441.816,639447.2312,5282.119875,5273.151397
634662,591048.2486,781836.8515,572068.4848,606724.5286,229780.4457,634662,418631.2658,603052.283,501565.7891,390137.5366,808467.479,6549,4594.780529,7272.694113,3008.141108,344.8262462,5051.362596,634659.0385,634661.2125,634656.5723,634667.444,634660.1197,634656.3681,634658.076,418637.6757,418628.865,418639.4413,418628.0636,418626.7218,418630.4104,418621.498,6547.403492,6542.683542
447465,905643.1468,820933.3596,87961.72624,492770.9215,505110.8693,447465,657047.1142,493266.5899,596944.4427,725957.6654,3121571.135,5253,2134.990495,8694.883561,6213.666776,9745.861499,6337.455917,447466.7522,447471.0444,447460.0114,447463.8962,447457.451,447459.9968,447466.9991,657053.1469,657054.6997,657048.245,657048.1145,657043.7427,657053.1684,657044.1169,5246.867822,5247.936098
626995,963385.4882,482540.18,338382.4881,644597.7557,730946.4078,626995,806065.1582,545754.1628,581314.7231,152176.723,276972.8476,3916,1670.238309,6036.275068,4841.172746,1548.927527,6714.070028,626999.1738,626995.6377,626999.0911,626994.9606,626996.1735,626994.0862,626994.3439,806073.806,806063.3067,806064.894,806066.3902,806068.4819,806063.0365,806053.037,3923.829235,3917.796628
357563,821175.2424,398935.4132,856519.4846,841183.8675,566605.7248,357563,406117.3534,716086.0282,592447.306,693823.4125,452820.1584,5738,3962.58584,5754.309307,2151.284368,31780.77978,9765.93211,357558.4241,357565.88,357555.7468,357564.1526,357564.1272,357559.4628,357563.1787,406120.3282,406106.1885,406109.9507,406114.9942,406118.8274,406114.5076,406118.6019,5716.504439,5734.936788
606218,921771.0816,447784.8664,853016.4841,416501.4137,646603.9181,606218,765849.6561,686123.3107,439174.5058,612366.185,1257482.494,5248,4665.475058,6636.447767,7595.03882,3803.940134,6081.805749,606216.8801,606219.2966,606218.4488,606216.5415,606218.4963,606217.8228,606221.8709,765840.0174,765857.9897,765850.8978,765856.3637,765849.2184,765840.5602,765854.3201,5235.114554,5249.785566
435527,1162041.338,872311.3357,48083.98482,585528.1512,609636.917,435527,495653.5883,603684.0667,447626.4259,549012.8853,244902.9387,6610,4404.671638,6225.59927,4051.374486,886.8938175,6411.893439,435526.5353,435521.5727,435532.7976,435529.7572,435531.0983,435519.1202,435531.5658,495659.8994,495640.8766,495654.1692,495650.5538,495651.7116,495638.3317,495650.9742,6630.039384,6618.397247
627504,760904.218,526481.5954,80419.40541,544586.7601,589385.8563,627504,630772.9441,685874.5806,436250.8665,738665.5778,672386.6652,5701,940.9034628,8642.545221,7115.834732,586.914399,4278.211211,627509.9407,627502.3638,627512.8474,627508.691,627498.7731,627503.6515,627506.9717,630769.7715,630768.1156,630760.2316,630764.9721,630780.5639,630777.58,630779.4891,5696.882624,5698.922638
437453,1019055.341,517761.2919,136219.1951,981841.7974,632019.5263,437453,751984.5618,694008.973,650944.3696,588767.7189,116859.5923,4296,4925.944348,7982.435331,6448.009634,5638.308438,6038.627356,437451.2596,437450.7663,437450.7866,437454.1233,437450.8209,437452.5411,437453.2306,751994.8858,751987.2234,751987.8741,751986.2029,751978.3697,751998.0992,751973.9931,4299.965486,4296.330236
576003,953354.7094,742023.197,230478.5547,692103.9306,367942.1208,576003,713449.4532,574965.3022,703520.1656,655679.9606,1199010.08,7018,1890.211798,5189.961992,2012.977977,3239.323094,6160.512239,576014.441,575998.4751,576007.0213,575997.5956,575999.8295,575996.9308,575988.8316,713460.9104,713443.0344,713444.959,713441.5023,713447.9675,713443.9542,713454.6288,7024.935955,7004.788627
446376,951554.6309,335755.5527,1474810.351,421932.0816,380495.9144,446376,611776.2405,544318.3554,535115.4019,360247.4581,1288889.017,4892,1289.05695,5096.02116,4509.518297,1027.014685,7150.946543,446378.1779,446371.1777,446382.0469,446374.2731,446374.5501,446374.8667,446372.2276,611766.539,611788.9396,611772.338,611781.7856,611776.3624,611776.9914,611774.989,4886.745676,4907.516346
624982,1074320.661,759427.9914,605335.7085,578623.4532,510773.5217,624982,464318.0007,601115.8423,792473.7008,690784.51,377850.7688,5194,784.0527382,7349.294318,3042.544205,4043.104909,7466.252541,624980.9022,624978.6222,624985.5314,624984.6802,624987.4642,624988.4803,624983.4089,464314.8551,464310.2705,464308.3031,464315.1602,464319.4212,464333.4757,464321.1332,5181.360059,5207.648865
423435,1208310.896,589421.0629,88327.01673,586814.5575,740944.6938,423435,407764.8746,459770.5966,753635.2409,531778.4355,476468.4718,6307,1231.116617,3174.195565,6974.496805,9787.059024,6637.473126,423440.4758,423438.297,423429.5314,423436.7555,423436.9126,423436.6498,423440.5283,407756.0886,407773.9097,407748.476,407761.313,407765.4889,407776.5858,407756.3715,6302.891572,6316.973213
613037,917405.0826,454934.2079,1002650.774,416848.0474,669686.514,613037,448506.1528,324165.1049,761351.1436,641057.6389,251251.9236,5094,1252.182464,5325.538068,5432.731227,16537.75862,9532.509458,613039.6797,613033.8868,613031.6464,613041.0724,613039.536,613042.5765,613045.4639,448503.568,448506.3855,448495.7872,448509.359,448515.5902,448498.1894,448511.0936,5075.622364,5108.036841
423553,572689.4229,457777.5698,121831.9893,485187.8129,533404.1096,423553,606010.2263,801265.2634,692890.8155,401963.4705,2443901.009,6149,4537.439311,4837.541245,8091.279027,13179.4183,5696.813704,423549.3247,423554.099,423558.7159,423553.6071,423555.1638,423559.3898,423558.2974,606009.7966,606015.8327,606007.7098,606011.6142,606008.3775,606019.7133,606014.4163,6144.01785,6132.965423
614785,452862.4561,576392.7178,523880.8539,617266.1924,481386.1445,614785,591801.1295,474197.9594,558657.1353,593723.519,228015.8967,5306,1093.691515,4976.72986,5942.68211,7485.621876,9732.998929,614788.4682,614781.0288,614782.9313,614782.9854,614779.9849,614791.4809,614787.8492,591809.4659,591803.4663,591793.5065,591811.2488,591793.5766,591816.3724,591806.8149,5312.100426,5314.484913
414243,887576.8618,585215.6128,434540.5125,639544.2925,497407.6949,414243,662075.6463,299769.7612,644054.9627,430159.7554,167795.7615,5875,4288.644055,6691.254185,5194.922478,15951.5777,6317.445922,414248.472,414239.9469,414247.438,414243.9183,414245.4796,414242.5653,414245.8488,662069.0671,662071.7024,662073.3724,662072.2912,662073.9425,662077.66,662070.915,5881.826288,5913.79553
628447,529373.4719,339440.0857,1273471.543,470173.6291,494708.6048,628447,388642.0928,430131.2851,507513.4451,640193.168,94217.61129,5212,5921.585875,6834.031398,5188.408244,1494.62104,7460.277665,628448.7199,628448.1201,628440.9022,628445.7417,628445.8581,628447.1929,628451.1218,388647.8475,388647.319,388644.1279,388644.6459,388658.3841,388631.7507,388639.8909,5208.566217,5211.223479
408082,841061.9471,592156.6958,273181.8319,323963.3996,643815.6866,408082,607380.2398,573253.4038,511434.443,665965.4104,67425.63794,6573,5839.851576,5691.961694,4122.586034,10189.34906,6534.217959,408089.807,408083.6584,408082.8245,408075.5524,408073.5825,408081.529,408091.8433,607376.5701,607381.3439,607380.0801,607377.099,607379.4942,607375.5837,607380.9038,6584.385527,6572.42445
1122397,776725.7898,481397.1319,235830.4636,620495.2565,458612.8103,1122397,605759.089,521175.9557,593124.2425,428296.0977,102626.4651,5316,2370.670266,4383.332916,3405.166285,7233.691756,9816.123658,1122391.641,1122398.971,1122402.837,1122405.277,1122392.23,1122392.573,1122395.13,605767.1346,605755.9376,605743.1479,605758.9709,605765.3999,605758.6464,605751.9491,5316.279081,5331.17545
770977,910738.4638,415602.6349,188843.8876,385080.6769,273279.768,770977,614508.8037,426977.128,483819.9942,432265.9646,383115.7958,6032,4058.341201,8697.269956,5950.005505,1305.543512,5053.86301,770976.9992,770974.7306,770980.4623,770981.2311,770974.9375,770980.843,770978.334,614520.587,614513.6396,614489.0825,614518.5783,614498.9464,614498.6834,614502.5233,6045.007898,6035.933131
609130,766822.0871,541788.6561,1223387.175,469008.2889,408593.6441,609130,481387.7486,473589.0198,627976.501,406316.4771,197267.2262,5451,5458.833875,5714.342868,7271.891731,13565.68105,3701.54213,609128.1959,609128.5593,609134.6137,609126.0722,609131.9622,609126.9405,609127.3503,481381.3743,481382.8319,481380.0968,481382.9106,481392.0265,481385.4681,481377.6075,5443.157792,5456.223535
400381,1025429.925,381719.227,2062252.875,462771.5502,537378.8015,400381,486670.7276,568773.1189,671560.3901,273508.9646,396965.2305,5794,1009.503742,8841.913656,6379.405377,2090.207764,4869.885846,400379.4716,400381.5678,400382.7466,400381.3131,400383.2239,400375.993,400385.9103,486669.2698,486672.6624,486666.5554,486666.6551,486659.8709,486663.1687,486664.1176,5785.571225,5792.882242
624932,651572.8623,513288.4705,352519.6734,738195.8785,670886.3933,624932,751918.6192,709893.797,624313.7688,559513.658,1068.039242,4816,5638.862997,5650.189546,7514.535522,149.5246137,4361.368702,624925.1856,624929.3074,624930.5282,624929.725,624932.524,624936.8402,624933.8411,751909.4198,751909.8684,751919.076,751920.3403,751907.0022,751916.5145,751919.4775,4809.723561,4832.733399
431987,1223459.005,333073.376,1228609.066,725506.2858,333173.2295,431987,617173.0514,452758.5486,375077.923,326468.274,1351690.205,4253,2434.37174,5275.904334,6362.588663,14533.30447,4803.640869,431983.7345,431994.0421,431993.7715,431987.6521,431986.8551,431983.4976,431981.7241,617175.7904,617163.5921,617169.2385,617167.3149,617192.0642,617179.725,617171.9492,4233.134983,4233.939737
588034,738571.8636,645885.7188,67472.69039,669890.6709,617371.9985,588034,450288.4576,542495.2664,659274.9022,525542.7488,343329.2661,6171,3725.284803,3866.749215,1551.565853,8209.938214,4267.631004,588034.0554,588027.0454,588035.8939,588027.0383,588033.7246,588030.9827,588035.9426,450284.9103,450298.3915,450297.9942,450292.8098,450283.642,450294.91,450292.8158,6162.183035,6179.16857
436759,570133.8787,485789.4519,603341.8603,316593.9868,596410.1421,436759,825324.8314,699927.4487,670911.3586,383982.4953,4224.086603,5455,3405.7431,6508.391333,5436.549586,1677.530934,6017.743196,436757.5775,436755.6279,436759.4605,436769.9934,436760.2245,436755.3588,436755.8877,825319.417,825329.2347,825319.9514,825330.1532,825317.9967,825334.9768,825322.9333,5470.018302,5471.505801
574143,603319.6665,655111.3209,355177.4244,604460.7358,607834.1159,574143,575440.8792,341574.9965,631194.5419,436265.9458,1419316.667,5460,5745.003571,8101.642946,9727.158019,10196.6623,5412.735116,574143.2032,574142.6297,574141.3641,574140.4357,574148.9675,574142.7044,574145.6927,575432.1308,575447.1111,575454.643,575432.1917,575441.9977,575427.0401,575443.1114,5457.10504,5466.738491
451861,380960.7968,475654.6581,550432.4777,670098.3669,724625.8575,451861,791712.5206,679290.4601,385235.5618,221581.6595,1831805.107,4541,5312.914297,8125.129079,6527.749526,1422.815989,8238.453162,451863.5835,451857.3949,451862.5669,451863.7255,451864.0537,451863.7789,451851.7911,791718.9149,791708.4454,791710.316,791707.1724,791722.2822,791712.848,791716.9183,4554.681922,4546.369322
592066,510649.1096,892460.3789,876603.9696,424151.3225,568909.5734,592066,392754.9931,326885.6682,361922.8151,586209.3125,519314.2784,6439,5485.312001,5636.814472,7208.563271,7996.878285,2407.049,592069.2977,592062.736,592064.1886,592070.3574,592069.6415,592061.8151,592069.9841,392751.5956,392749.842,392759.8822,392748.4195,392761.7692,392753.2632,392750.3476,6454.537662,6428.316497
454040,847458.508,553361.0715,132669.1487,379971.4768,149811.1147,454040,628556.2034,568478.011,502256.8837,547228.7348,1104817.611,6099,3094.812681,7506.906386,6882.727177,5971.390543,9288.032532,454039.618,454034.3589,454041.4242,454040.9068,454032.6623,454030.5142,454034.5112,628554.8453,628558.1678,628547.5011,628555.6428,628558.8771,628555.9254,628558.3869,6101.150583,6094.449456
1143990,981198.9149,407674.3703,800647.6624,412130.6637,610302.7959,1143990,614273.6994,614551.6747,530850.3482,631887.5627,103779.4234,5205,4842.653207,3839.172274,5790.896192,631.0468575,5787.004064,1143994.346,1143989.317,1143991.051,1143991.217,1143984.556,1143992.444,1143996.341,614276.4654,614263.006,614266.4172,614273.6217,614268.4207,614267.3718,614262.8426,5212.299917,5231.793446
733254,673365.2456,818132.7226,483505.5629,541902.3295,515129.4139,733254,724098.2311,802236.3279,644785.5182,557915.6098,774735.4046,5872,5274.431282,8279.671177,7034.318813,8827.33079,6488.965089,733244.7449,733259.077,733249.58,733256.3639,733251.6484,733253.0285,733247.6581,724099.2367,724099.343,724097.6474,724105.2756,724096.3767,724098.3012,724099.8641,5857.592441,5861.693275
589236,839285.3873,676184.9989,275449.4849,584707.8756,569942.9839,589236,374289.0562,614969.0038,527186.0942,367955.8031,256711.1425,5949,4970.544981,11047.89759,5262.395598,8987.733544,7417.074665,589231.4228,589237.8457,589233.6312,589228.3403,589235.0283,589232.8555,589233.1681,374277.2853,374298.3326,374285.0495,374281.9153,374270.2596,374290.6418,374293.2876,5948.097745,5963.499214
452278,458253.6543,191295.365,99806.58651,655703.3392,753196.6604,452278,502460.9626,498072.4782,439062.1017,93406.4197,1107438.794,6407,4814.256722,7285.614044,9711.142812,27435.39554,5899.84706,452280.1421,452279.9289,452278.507,452275.8881,452279.7502,452278.9305,452283.1412,502456.1973,502460.9867,502436.6241,502458.3025,502452.9226,502464.897,502468.8528,6410.094514,6417.968807
602814,1207623.464,710606.1257,1522175.36,399184.5135,620724.9149,602814,394152.5708,491522.0689,553639.6258,672180.1515,367989.9319,5572,4389.277423,4498.829113,5410.415568,3197.580295,4992.999509,602818.1221,602809.9336,602814.9498,602807.9999,602815.7552,602814.8304,602816.3434,394156.2826,394148.191,394162.7462,394155.9521,394159.0363,394143.2504,394153.8714,5573.568766,5572.249438
443533,553302.4572,670816.4468,72701.87875,471763.4702,553668.5039,443533,376143.279,384917.0772,435574.8562,553353.5411,117616.1985,6399,1139.2462,4526.046852,5203.234088,4581.544055,8483.599624,443533.1496,443528.0969,443533.3256,443531.8353,443535.0025,443532.3465,443528.4776,376147.5632,376142.6763,376145.0399,376134.2284,376144.8905,376136.4747,376136.1064,6396.299048,6417.171818
625648,474166.073,643573.2805,317562.9959,551355.3799,734454.5585,625648,496228.6266,562547.3259,604012.4327,596801.6615,1592417.38,6028,5515.31371,3597.392275,6732.125178,1118.544321,3970.298767,625647.7128,625652.1554,625650.9728,625649.0611,625649.1944,625644.7351,625650.376,496237.1991,496226.8845,496230.3211,496222.5612,496220.405,496229.9904,496240.8019,6037.401239,6025.448146
442988,762296.7895,820460.714,596203.4948,869758.9487,521503.0048,442988,682635.865,362107.8268,529309.159,817380.2014,443805.4234,6118,1051.374398,7049.227771,7529.016346,4069.114432,8126.426941,442992.488,442986.8098,442986.3432,442989.1241,442978.8214,442989.0255,442988.655,682642.2888,682637.2703,682629.0022,682635.8028,682628.5542,682631.3113,682647.4522,6110.642607,6092.965375
640825,665926.6138,881511.6625,265916.4801,532883.1068,673394.3207,640825,365505.4715,657335.1954,436339.5344,725637.5385,1339319.836,6030,2862.188955,7110.076496,4817.850943,2390.226549,7674.855752,640827.8651,640823.8863,640820.4716,640823.2146,640820.6548,640825.6437,640821.6624,365517.1294,365506.9278,365500.7886,365511.3917,365517.3051,365506.4998,365502.0057,6016.620733,6028.607088
441747,656505.1667,256824.2881,54268.05677,435220.6798,511105.4619,441747,748488.0529,869655.3566,328070.0457,357495.4199,43502.39213,5425,2208.221117,8695.990913,7567.72847,13344.96175,6313.386742,441747.5965,441751.6782,441749.5312,441748.9856,441749.3191,441746.5665,441742.504,748485.6239,748483.2636,748487.8701,748491.3001,748478.9486,748492.1992,748486.5246,5429.853769,5425.611883
608873,902686.4403,774818.4459,601267.8298,402450.052,820775.9965,608873,826299.4994,518765.6339,611049.4636,494856.6682,13841.7468,5173,492.632646,5702.534434,3550.66107,368.8067013,6768.97403,608867.613,608866.9844,608871.0767,608878.3184,608873.0309,608870.4871,608876.1237,826312.0962,826301.9932,826303.8874,826305.1575,826301.5183,826294.6359,826292.1273,5173.741609,5175.583321
428861,781267.9588,310423.2698,178136.9453,709896.1142,492498.8105,428861,642050.6218,453808.2241,709451.2287,567048.3695,653735.3281,5529,4277.693944,7175.036915,5773.223342,263.3952781,5859.111323,428863.8762,428858.9628,428867.5646,428866.1361,428862.1992,428863.9137,428864.0122,642054.7112,642053.6601,642046.5235,642049.1521,642055.9505,642043.1138,642053.4777,5529.643226,5522.386057
630924,990104.445,570030.2958,499670.0777,410864.2718,214622.5506,630924,785742.9305,532871.6575,336744.3734,670799.6232,1196189.073,5776,1937.279283,5190.094616,3765.712435,1344.976485,8447.038155,630923.9983,630925.9599,630927.8972,630923.6415,630924.0071,630920.028,630918.1089,785742.9003,785741.8756,785746.5049,785745.3262,785750.3521,785736.0834,785742.9962,5777.560257,5772.378091
444464,816323.0909,401972.883,1195370.852,456118.1235,714967.9431,444464,704266.4138,665277.0501,434147.3922,528934.4359,453491.8642,6420,3561.546459,9028.637798,5399.578445,6172.846352,6319.659427,444463.7311,444467.8114,444460.2135,444463.2293,444471.0021,444460.3285,444463.1873,704261.4756,704262.9057,704258.8083,704263.5667,704265.2113,704262.5815,704265.2718,6417.851065,6400.666112
619668,1089624.54,477495.2786,156240.9376,431079.9281,430315.5461,619668,674602.0531,445322.3052,523650.779,692812.6865,647661.8501,5313,948.5338414,4943.034302,6091.78767,2520.768954,9178.998919,619673.552,619669.4091,619671.0616,619663.1863,619667.626,619662.5067,619666.5107,674602.8656,674605.2093,674605.8648,674600.3704,674598.2025,674599.0175,674605.8976,5301.919102,5307.319645
433960,741557.5585,458756.1542,1110350.275,514904.6859,420066.2276,433960,563789.6874,538487.0395,509388.2808,391491.1483,314103.1114,5766,4195.667339,5769.196986,6718.219089,5266.023834,10869.70008,433956.4796,433963.033,433965.5481,433964.0453,433957.4707,433964.7173,433963.2603,563799.6547,563800.3317,563786.3392,563775.6016,563784.3371,563791.6436,563785.189,5778.728566,5787.186437
664890,722103.6289,383259.9085,51753.81523,413624.2932,736237.4416,664890,832453.1825,541869.556,622856.3174,554145.9067,410333.1113,4971,2429.606461,8390.18474,7082.423888,444.9291766,9280.668321,664891.9986,664893.5316,664890.7584,664892.4476,664885.5981,664889.1646,664882.7392,832468.3053,832453.2422,832455.9526,832451.9624,832454.6696,832447.8732,832463.9697,4962.438332,4990.173915
461505,985356.9587,628544.7483,72085.01961,683150.7307,366455.3983,461505,472858.1225,482208.2506,732002.3771,363944.9312,257948.8131,4445,4520.36304,7110.449236,6559.513247,3474.605587,9609.665961,461499.5449,461502.7616,461500.5499,461504.8464,461512.6707,461511.0211,461502.6617,472864.5007,472859.199,472860.4809,472861.8222,472862.9409,472863.1955,472859.7721,4453.463152,4429.389078
621861,692352.7638,424545.5264,780612.5521,497411.502,674590.093,621861,712472.6451,272628.6424,652699.9464,505258.6123,280300.7172,5446,2472.401437,4846.746485,6750.001812,2079.084043,3981.558572,621856.8936,621858.4695,621859.4567,621867.3109,621863.1908,621856.4517,621859.8602,712465.8022,712475.6686,712470.9224,712478.9417,712468.866,712463.4517,712469.0853,5446.359725,5439.146498
425781,1162603.675,429406.8513,125488.4295,493864.4525,638060.4121,425781,648533.3957,545111.8144,267892.9677,546507.3506,617258.7739,4891,3026.197624,5280.721867,5659.485399,8425.520025,4971.004212,425786.726,425779.7933,425781.631,425779.2273,425785.4713,425781.5303,425780.6675,648534.8156,648525.7931,648535.6377,648518.4305,648533.4317,648537.4636,648534.6501,4894.706561,4886.74095
659631,941377.2453,744994.9439,708818.4991,402652.1746,527955.9854,659631,495902.8879,545014.6226,452438.1173,406883.9867,1882872.321,5467,904.5644038,6145.024719,2851.778926,3965.603953,9351.407482,659631.2336,659635.0319,659636.5115,659623.1015,659636.0565,659639.3245,659628.24,495906.8434,495896.6508,495905.2292,495901.1876,495909.6803,495903.7053,495903.3481,5471.062814,5455.934912
446295,715590.9428,603568.4287,259928.0712,700267.9773,653090.3599,446295,379400.2756,464913.0389,683921.1894,603324.2099,25377.81835,3947,3085.840729,4412.115607,7367.729992,3773.73741,9763.418412,446292.8715,446287.5919,446297.2405,446283.2096,446292.7679,446300.1351,446293.0123,379394.2737,379397.4823,379405.0284,379397.0463,379410.1719,379408.2848,379401.3783,3951.989699,3953.762623
659787,1174274.297,240399.4935,1504919.164,567156.8172,692876.2228,659787,573002.521,692246.5191,377283.4774,709093.4561,389290.4527,5173,1580.634377,7007.055346,6125.975942,2056.706,5696.057959,659790.6779,659790.1251,659780.3324,659792.8681,659782.1106,659781.3014,659793.2963,573008.3536,573008.6282,573009.6916,573003.6346,572996.2519,572993.957,573003.7061,5187.811503,5176.937386
458307,1001283.266,488729.7418,40756.61905,911694.0899,688590.6252,458307,718591.4926,670664.7786,619875.0039,670006.4768,367081.0227,3927,2485.219488,8080.03693,1292.864334,4070.061559,6347.199848,458307.5102,458308.1383,458302.9708,458305.8876,458303.1072,458306.1877,458304.2423,718589.2676,718587.1067,718594.3843,718588.8404,718585.5553,718583.2345,718591.4233,3931.089663,3939.508419
659785,967074.1262,528152.6889,837110.6256,547791.5652,612862.3343,659785,665010.5325,515446.1084,518578.584,589452.6346,368267.7867,3770,5695.953644,5976.305259,2432.502501,676.6456816,5157.830339,659784.0923,659781.8854,659785.367,659789.737,659783.5115,659780.2318,659784.7749,665006.3912,665003.8141,665013.5808,665008.0782,665008.7418,665004.9005,665011.9241,3762.818739,3772.7467
455137,885535.9932,627279.4476,967591.8168,609813.5784,652493.2361,455137,774298.9282,412685.1785,727849.3289,393898.7109,480783.2303,5160,2993.75146,5740.491936,5250.623797,9122.810584,6419.327536,455139.6601,455137.3443,455134.2058,455139.0636,455145.8612,455133.8775,455140.2759,774310.1541,774295.5246,774303.3405,774311.1735,774291.9222,774301.5939,774314.756,5146.847945,5154.720584
658766,595069.0881,285035.6625,395917.6102,878963.1359,419346.4459,658766,516956.5095,443877.9595,506154.7532,469710.8205,438983.6295,5551,3115.106167,7549.800693,7087.625275,10515.99508,8193.719389,658769.0203,658760.7037,658773.3979,658763.5985,658762.5693,658773.3929,658770.4234,516964.0674,516952.926,516952.2147,516961.8805,516954.7429,516950.9143,516959.8814,5549.01609,5553.607071
